source_kind,source,group,num_runs,group_jaccard,group_jaccard_std,group_jaccard_ci95_low,group_jaccard_ci95_high,kept,kept_std,kept_ci95_low,kept_ci95_high,imp_kept,imp_kept_std,imp_kept_ci95_low,imp_kept_ci95_high,total,total_std,total_ci95_low,total_ci95_high
aggregate,traj_rms_abs,stage1,5.0,0.38187884586538823,0.00847219782305711,0.3713592228428379,0.39239846888793856,8288.8,342.6480701828043,7863.346227200013,8714.253772799984,4688.4,186.31773935940723,4457.055970810711,4919.744029189288,13824.0,0.0,13824.0,13824.0
aggregate,traj_rms_abs,stage2,5.0,0.2757548369724999,0.012387402209445309,0.2603738456177619,0.29113582832723794,17247.4,317.0832698204054,16853.689119431274,17641.11088056873,12366.2,179.22806699844753,12143.658961740375,12588.741038259626,51200.0,0.0,51200.0,51200.0
aggregate,traj_rms_abs,stage3,5.0,0.1718995372593946,0.011054880921908075,0.15817308961423168,0.18562598490455753,19001.6,545.749759505215,18323.96217159401,19679.23782840599,27642.6,271.65842523286483,27305.29151357962,27979.908486420376,204800.0,0.0,204800.0,204800.0
aggregate,traj_rms_abs,stem,5.0,0.7223072209487578,0.021951492196398158,0.6950508433816392,0.7495635985158763,411.6,7.700649323271382,402.0383809725017,421.1616190274983,307.0,12.609520212918492,291.3432127169964,322.6567872830036,432.0,0.0,432.0,432.0
checkpoint,epoch_0,head,5.0,0.6157615287693367,0.027012138137383766,0.5822215293296403,0.649301528209033,434.8,8.04363102087608,424.81251294654317,444.78748705345686,524.8,6.260990336999411,517.0259537054461,532.5740462945538,640.0,0.0,640.0,640.0
checkpoint,epoch_0,stage1,5.0,0.2830033674078201,0.007661276496342728,0.2734906362020267,0.29251609861361355,7321.8,34.12770135828078,7279.424861881973,7364.1751381180275,4688.4,186.31773935940723,4457.055970810711,4919.744029189288,13824.0,0.0,13824.0,13824.0
checkpoint,epoch_0,stage2,5.0,0.1977284061003072,0.0036535057953137147,0.19319197948703734,0.20226483271357706,18368.4,168.04404184617795,18159.745763126954,18577.05423687305,12366.2,179.22806699844753,12143.658961740375,12588.741038259626,51200.0,0.0,51200.0,51200.0
checkpoint,epoch_0,stage3,5.0,0.09340074483242553,0.0007135411343231532,0.09251476649469899,0.09428672317015206,19061.4,175.6311475792378,18843.32512708765,19279.474872912353,27642.6,271.65842523286483,27305.29151357962,27979.908486420376,204800.0,0.0,204800.0,204800.0
checkpoint,epoch_0,stem,5.0,0.619205430522156,0.016921824040987195,0.5981942108265232,0.6402166502177888,342.6,5.412947441089743,335.8789380382297,349.32106196177034,307.0,12.609520212918492,291.3432127169964,322.6567872830036,432.0,0.0,432.0,432.0
checkpoint,epoch_1,head,5.0,0.6845708928306832,0.029856842381385734,0.6474987265456721,0.7216430591156943,461.0,12.90348790056394,444.97820362261183,477.02179637738817,524.8,6.260990336999411,517.0259537054461,532.5740462945538,640.0,0.0,640.0,640.0
checkpoint,epoch_1,stage1,5.0,0.3161011188378534,0.006354390780894929,0.30821110057469825,0.3239911371010086,7312.6,27.437201023428027,7278.53221527773,7346.667784722271,4688.4,186.31773935940723,4457.055970810711,4919.744029189288,13824.0,0.0,13824.0,13824.0
checkpoint,epoch_1,stage2,5.0,0.21435996839538446,0.0033554035650939077,0.2101936845891628,0.21852625220160612,16507.2,151.90687937022471,16318.58269680651,16695.817303193493,12366.2,179.22806699844753,12143.658961740375,12588.741038259626,51200.0,0.0,51200.0,51200.0
checkpoint,epoch_1,stage3,5.0,0.1182066383312056,0.00252018702763847,0.11507741283024675,0.12133586383216444,20897.8,146.06916170088743,20716.4311806682,21079.168819331797,27642.6,271.65842523286483,27305.29151357962,27979.908486420376,204800.0,0.0,204800.0,204800.0
checkpoint,epoch_1,stem,5.0,0.6542526632418934,0.015393178643805409,0.6351395075019611,0.6733658189818256,350.4,6.767569726275451,341.99695231555,358.80304768444995,307.0,12.609520212918492,291.3432127169964,322.6567872830036,432.0,0.0,432.0,432.0
checkpoint,epoch_10,head,5.0,0.7951941490586099,0.018696223070100156,0.7719797219700798,0.8184085761471399,539.8,13.535139452550904,522.9939046311,556.6060953688999,524.8,6.260990336999411,517.0259537054461,532.5740462945538,640.0,0.0,640.0,640.0
checkpoint,epoch_10,stage1,5.0,0.3848595262195796,0.011255253812125287,0.3708842827704179,0.39883476966874126,6661.6,351.97201593308523,6224.569019440686,7098.630980559315,4688.4,186.31773935940723,4457.055970810711,4919.744029189288,13824.0,0.0,13824.0,13824.0
checkpoint,epoch_10,stage2,5.0,0.26784300779378045,0.012421002528212974,0.25242029613290046,0.28326571945466045,16001.6,359.69195153631114,15554.983453333709,16448.216546666292,12366.2,179.22806699844753,12143.658961740375,12588.741038259626,51200.0,0.0,51200.0,51200.0
checkpoint,epoch_10,stage3,5.0,0.17465793695994342,0.009886173317162822,0.16238263147201965,0.1869332424478672,21969.4,609.4171805914237,21212.708626972788,22726.091373027215,27642.6,271.65842523286483,27305.29151357962,27979.908486420376,204800.0,0.0,204800.0,204800.0
checkpoint,epoch_10,stem,5.0,0.7414602466585102,0.027131838279873546,0.7077716198613044,0.7751488734557159,356.6,8.44393273303382,346.1154727221376,367.08452727786243,307.0,12.609520212918492,291.3432127169964,322.6567872830036,432.0,0.0,432.0,432.0
checkpoint,epoch_2,head,5.0,0.7251735951422117,0.014224429663006487,0.7075116329346748,0.7428355573497486,492.0,3.9370039370059056,487.1115639506333,496.8884360493667,524.8,6.260990336999411,517.0259537054461,532.5740462945538,640.0,0.0,640.0,640.0
checkpoint,epoch_2,stage1,5.0,0.3315785642087736,0.005977593484359897,0.32415640158334647,0.3390007268342007,7306.6,96.40176346934739,7186.9014009367565,7426.298599063244,4688.4,186.31773935940723,4457.055970810711,4919.744029189288,13824.0,0.0,13824.0,13824.0
checkpoint,epoch_2,stage2,5.0,0.22859190782813452,0.005267238757265022,0.222051767093295,0.23513204856297404,16202.2,180.52617538739364,15978.047147288054,16426.352852711945,12366.2,179.22806699844753,12143.658961740375,12588.741038259626,51200.0,0.0,51200.0,51200.0
checkpoint,epoch_2,stage3,5.0,0.13242150256018978,0.0039658740643694025,0.12749721951305223,0.13734578560732733,21170.0,138.334738948682,20998.234734946505,21341.765265053495,27642.6,271.65842523286483,27305.29151357962,27979.908486420376,204800.0,0.0,204800.0,204800.0
checkpoint,epoch_2,stem,5.0,0.6805125284673778,0.0301572422929893,0.643067366427065,0.7179576905076905,358.2,9.418067742376882,346.5059243516464,369.8940756483536,307.0,12.609520212918492,291.3432127169964,322.6567872830036,432.0,0.0,432.0,432.0
checkpoint,epoch_20,head,5.0,0.8240690394427675,0.018791281760074576,0.8007365814011799,0.8474014974843552,545.6,13.867227552759058,528.3815627928398,562.8184372071603,524.8,6.260990336999411,517.0259537054461,532.5740462945538,640.0,0.0,640.0,640.0
checkpoint,epoch_20,stage1,5.0,0.3883611856105911,0.014906787918086967,0.3698519637238436,0.40687040749733855,6341.8,368.9555528786632,5883.681173053198,6799.918826946802,4688.4,186.31773935940723,4457.055970810711,4919.744029189288,13824.0,0.0,13824.0,13824.0
checkpoint,epoch_20,stage2,5.0,0.26624167067847904,0.016930721014500407,0.24521940393114194,0.28726393742581613,15604.2,334.28161780151777,15189.134549914545,16019.265450085457,12366.2,179.22806699844753,12143.658961740375,12588.741038259626,51200.0,0.0,51200.0,51200.0
checkpoint,epoch_20,stage3,5.0,0.17425719909753448,0.012523514827231548,0.15870720160559001,0.18980719658947895,22694.8,589.3604160443759,21963.012389431304,23426.587610568695,27642.6,271.65842523286483,27305.29151357962,27979.908486420376,204800.0,0.0,204800.0,204800.0
checkpoint,epoch_20,stem,5.0,0.7286825463191737,0.023553226356440506,0.6994373531108374,0.75792773952751,342.6,3.361547262794322,338.4260877855279,346.77391221447215,307.0,12.609520212918492,291.3432127169964,322.6567872830036,432.0,0.0,432.0,432.0
checkpoint,epoch_30,head,5.0,0.8313479737500797,0.01923535810800531,0.8074641220948127,0.8552318254053468,550.6,14.976648490233053,532.0040347559249,569.1959652440752,524.8,6.260990336999411,517.0259537054461,532.5740462945538,640.0,0.0,640.0,640.0
checkpoint,epoch_30,stage1,5.0,0.38658576105579984,0.014773420393271874,0.36824213682314483,0.40492938528845485,6311.6,379.1507615711724,5840.822149465535,6782.377850534465,4688.4,186.31773935940723,4457.055970810711,4919.744029189288,13824.0,0.0,13824.0,13824.0
checkpoint,epoch_30,stage2,5.0,0.26413775064743616,0.017729126556235802,0.24212413248295983,0.2861513688119125,15538.4,356.29524274118506,15096.001024356998,15980.798975643002,12366.2,179.22806699844753,12143.658961740375,12588.741038259626,51200.0,0.0,51200.0,51200.0
checkpoint,epoch_30,stage3,5.0,0.17307294519901034,0.012676861456299073,0.15733254271850683,0.18881334767951385,22787.6,645.9282467890687,21985.574150539134,23589.625849460863,27642.6,271.65842523286483,27305.29151357962,27979.908486420376,204800.0,0.0,204800.0,204800.0
checkpoint,epoch_30,stem,5.0,0.7295035680132124,0.029003019587904414,0.6934915627517129,0.7655155732747119,340.8,3.271085446759225,336.7384109657108,344.86158903428924,307.0,12.609520212918492,291.3432127169964,322.6567872830036,432.0,0.0,432.0,432.0
checkpoint,epoch_5,head,5.0,0.7690430368938619,0.01900296062583099,0.7454477448254838,0.79263832896224,523.2,10.03493896344168,510.7399775649223,535.6600224350778,524.8,6.260990336999411,517.0259537054461,532.5740462945538,640.0,0.0,640.0,640.0
checkpoint,epoch_5,stage1,5.0,0.36187358722082597,0.006703664113524182,0.3535498888350124,0.3701972856066395,7062.0,239.14953481033578,6765.056632438827,7358.943367561173,4688.4,186.31773935940723,4457.055970810711,4919.744029189288,13824.0,0.0,13824.0,13824.0
checkpoint,epoch_5,stage2,5.0,0.2573558272138382,0.008059303273042943,0.247348880489095,0.26736277393858143,16250.6,196.6171406566579,16006.467575016863,16494.73242498314,12366.2,179.22806699844753,12143.658961740375,12588.741038259626,51200.0,0.0,51200.0,51200.0
checkpoint,epoch_5,stage3,5.0,0.15826259728184847,0.006782273759731772,0.14984129212842742,0.1666839024352695,21335.2,273.54286684174383,20995.55167027716,21674.84832972284,27642.6,271.65842523286483,27305.29151357962,27979.908486420376,204800.0,0.0,204800.0,204800.0
checkpoint,epoch_5,stem,5.0,0.7077991401787547,0.04131662730759764,0.656497771523708,0.7591005088338013,358.0,8.94427190999916,346.8942195792088,369.1057804207912,307.0,12.609520212918492,291.3432127169964,322.6567872830036,432.0,0.0,432.0,432.0
