base_source,unit,runs,rows,imp_only_share_mean,imp_only_share_std,imp_only_share_ci95,imp_only_share_n,base_only_share_mean,base_only_share_std,base_only_share_ci95,base_only_share_n,imp_only_enrichment_mean,imp_only_enrichment_std,imp_only_enrichment_ci95,imp_only_enrichment_n,base_only_enrichment_mean,base_only_enrichment_std,base_only_enrichment_ci95,base_only_enrichment_n,imp_only_density_mean,imp_only_density_std,imp_only_density_ci95,imp_only_density_n,base_only_density_mean,base_only_density_std,base_only_density_ci95,base_only_density_n,base_only_pruned_round_mean_mean,base_only_pruned_round_mean_std,base_only_pruned_round_mean_ci95,base_only_pruned_round_mean_n
epoch_2,layer2.0.shortcut.0.weight,1,1,0.0013245033112582781,0.0,0.0,1,0.0006622516556291391,0.0,0.0,1,0.7007864238410596,0.0,0.0,1,0.3503932119205298,0.0,0.0,1,0.00390625,0.0,0.0,1,0.001953125,0.0,0.0,1,1.0,0.0,0.0,1
epoch_2,layer2.1.conv1.weight,1,1,0.054304635761589407,0.0,0.0,1,0.04437086092715232,0.0,0.0,1,1.5962357431935246,0.0,0.0,1,1.3042413999264164,0.0,0.0,1,0.008897569444444444,0.0,0.0,1,0.007269965277777778,0.0,0.0,1,1.0,0.0,0.0,1
epoch_2,layer2.1.conv2.weight,1,1,0.04768211920529802,0.0,0.0,1,0.04304635761589404,0.0,0.0,1,1.4015728476821192,0.0,0.0,1,1.2653088208241352,0.0,0.0,1,0.0078125,0.0,0.0,1,0.007052951388888889,0.0,0.0,1,1.0,0.0,0.0,1
epoch_2,layer2.2.conv1.weight,1,1,0.04437086092715232,0.0,0.0,1,0.0390728476821192,0.0,0.0,1,1.3042413999264164,0.0,0.0,1,1.148511083517292,0.0,0.0,1,0.007269965277777778,0.0,0.0,1,0.006401909722222222,0.0,0.0,1,1.0,0.0,0.0,1
epoch_2,layer2.2.conv2.weight,1,1,0.03377483443708609,0.0,0.0,1,0.03443708609271523,0.0,0.0,1,0.9927807671081678,0.0,0.0,1,1.0122470566593083,0.0,0.0,1,0.005533854166666667,0.0,0.0,1,0.005642361111111111,0.0,0.0,1,1.0,0.0,0.0,1
epoch_2,layer3.0.conv1.weight,1,1,0.05231788079470199,0.0,0.0,1,0.05231788079470199,0.0,0.0,1,0.7689184372700515,0.0,0.0,1,0.7689184372700515,0.0,0.0,1,0.004286024305555556,0.0,0.0,1,0.004286024305555556,0.0,0.0,1,1.0,0.0,0.0,1
epoch_2,layer3.0.conv2.weight,1,1,0.1205298013245033,0.0,0.0,1,0.10066225165562914,0.0,0.0,1,0.8857161745768947,0.0,0.0,1,0.7397190029433407,0.0,0.0,1,0.004937065972222222,0.0,0.0,1,0.004123263888888889,0.0,0.0,1,1.0,0.0,0.0,1
epoch_2,layer3.0.shortcut.0.weight,1,1,0.001986754966887417,0.0,0.0,1,0.0013245033112582781,0.0,0.0,1,0.26279490894039736,0.0,0.0,1,0.1751966059602649,0.0,0.0,1,0.00146484375,0.0,0.0,1,0.0009765625,0.0,0.0,1,1.0,0.0,0.0,1
epoch_2,layer3.1.conv1.weight,1,1,0.10794701986754966,0.0,0.0,1,0.11324503311258279,0.0,0.0,1,0.7932512992089771,0.0,0.0,1,0.8321838783112583,0.0,0.0,1,0.004421657986111111,0.0,0.0,1,0.004638671875,0.0,0.0,1,1.0,0.0,0.0,1
epoch_2,layer3.1.conv2.weight,1,1,0.1152317880794702,0.0,0.0,1,0.1205298013245033,0.0,0.0,1,0.8467835954746137,0.0,0.0,1,0.8857161745768947,0.0,0.0,1,0.004720052083333333,0.0,0.0,1,0.004937065972222222,0.0,0.0,1,1.0,0.0,0.0,1
